id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
52,51,FALSE,,,51,93,3,https://betamasaheft.eu/manuscripts/ESmhg010/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+MHG-010/ESP+(UH)+MHG-010_024a.jpg,3,23v,24a,1,1,full,People gathered in the church,church; tree,,,,,,,,1100,3,ESP (UH) MHG-010,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. MHG-010",https://betamasaheft.eu/manuscripts/ESmhg010/viewer,13
53,52,FALSE,TRUE,,51,93,2,https://w3id.org/vhmml/readingRoom/view/204166,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2337/EMML_2337_237.jpg,1,274r,237,1,1,full,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; manuscript; book; sword,Jesus Christ; Mary; Ildefonsus of Toledo; angel; patron; author; bishop,,,How he gave the composition of the Miracle to the Mother of God,,,,2000,2,EMML (HMML) 2337,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2337",https://w3id.org/vhmml/readingRoom/view/204166,13
54,53,FALSE,,,51,93,3,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/CUA-DC+(EMIP)+2173/EMIP2173_160b.jpg,1,158r,160b,1,1,bottom-right,Hildephonsus of Toledo composes the book of the Taʾammǝra Māryā,throne; folio; book; pen; reed,Ildefonsus of Toledo; bishop; scribe; author,,,Däqsəyos,,FALSE,,1000,1,CUA-DC (EMIP) 2173,"Ethiopian Manuscript Imaging Project, Catholic University of America, Manuscript No. 2173",,13
55,54,FALSE,,,51,93,7,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+2370/EMIP2370_9r.jpg,1,9r,13b,1,1,full,Hildephonsus of Toledo composes the book of the Taʾammǝra Māryā,throne; manuscript; book; folio; pen; reed; ink well; ink stand; ink horn,Mary; Ildefonsus of Toledo; bishop; scribe; author; angel,,,When Däqsəyos began to write the Miracle,,,,1100,2,CUA-DC (EMIP) 2370,"Ethiopian Manuscript Imaging Project, Catholic University of America, Manuscript No. 2370",,13
56,55,FALSE,,,51,93,7,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+2370/EMIP2370_14a.jpg,2,9v,14a,1,1,full,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; manuscript; book,Mary; Ildefonsus of Toledo; angel; author; bishop,,,How he gave the composition of the Miracle to the Virgin Mary,,,,1100,3,CUA-DC (EMIP) 2370,"Ethiopian Manuscript Imaging Project, Catholic University of America, Manuscript No. 2370",,13
57,56,FALSE,,,51,93,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0006a.jpg,1,,6a,1,1,full,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; folio; book; jewelry; pen; reed; ink well; ink stand; ink horn; knife; pen knife; mitre,Mary; Ildefonsus of Toledo; bishop,,,,,,,2000,3,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,13
58,57,FALSE,,,51,93,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0006b.jpg,2,,6b,1,1,full,St Mary presenting to Hildephonsus of Toledo a throne and garment,throne,Mary; Ildefonsus of Toledo; bishop,,,,,,,2000,4,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,13
59,58,FALSE,,,51,93,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0007a.jpg,3,,7a,1,1,full,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,throne; handkerchief,angel; bishop,,,,,,,2000,5,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,13
60,59,FALSE,,,51,93,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0132.jp2&id=gri_33125008690600&scale=4&rotate=0,2,6r,,1,1,full,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,throne,angel; bishop; Mary,,,,"Plate VII Of Budge, Lady Meux facsimile",,,1100,3,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,13
61,60,FALSE,,,51,93,46,https://w3id.org/vhmml/readingRoom/view/203016,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+1180/EMML_1180_019.jpg,1,8r,19b,1,1,full,Hildephonsus of Toledo composes the book of the Taʾammǝra Māryā,throne; manuscript; book; folio; pen; reed; ink well; ink stand; ink horn,Ildefonsus of Toledo; bishop; scribe; author,,,"In the name of the Father and of the Son and of the Holy Spirit, One God. We are beginning to write the miracles of our Lady, the two-fold Holy Virgin, Mary the mother of God. May her prayer and her blessing be with our king Śahlä Maryam and with our queen Wälättä Mika'el forever and ever amen. It is said that there was a bishop in the church of Ṭəlṭəlya whose name was Däqsəyos",Caption appears on the folio that the scribe is writing,,,2000,3,EMML (HMML) 1180,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 1180",https://w3id.org/vhmml/readingRoom/view/203016,13
62,61,TRUE,,,51,93,59,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/0d%2F17%2F92%2F0d17924c937c44089cbfa9e027a8dcd6%2Fintermediate_file/full/400,/0/default.jpg?t=165150200774",,1,10r,21,1,1,full,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",manuscript; book; mitre; throne; pen; reed,Mary; Ildefonsus of Toledo; author; bishop,,,How Däqsəyos wrote for her,,,,1,1,PEM (Princeton) 65,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 65",https://dpul.princeton.edu/msstreasures/catalog/12579w78f,13
63,62,FALSE,,,51,93,59,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/75%2F0f%2Ff6%2F750ff6f4a03d43b5942fafc26c31ca91%2Fintermediate_file/full/400,/0/default.jpg?t=1651510489766",,2,10v,22,1,1,full,St Mary presenting to Hildephonsus of Toledo a throne and garment,throne; jewelry,Mary,,,How she gave him a throne and a garment,,,,1100,2,PEM (Princeton) 65,"Princeton University Library, Ethiopic Manuscripts, Manuscript No. 65",https://dpul.princeton.edu/msstreasures/catalog/12579w78f,13
64,63,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0014/full/400,/0/default.jpg",1,6v,14,1,1,full,Ephrem and Simeon the Stylite recognize Jacob of Nisibis,grave; burial shroud; head covering; plant,Ephrem; Simeon the Stylite; Jacob of Nisibis,,,"How Ephrem the Syrian and Simeon the Stylite recognized their teacher, Jacob of Nisibis",,,,1000,2,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
65,64,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0024/full/400,/0/default.jpg",2,11v,24,1,1,full,St Mary appears to the Syrian potter on Monday,pottery; bowl; vase; coffee pot; crown; bird; dove,Mary; potter,,,How Ephrem praised our Lady Mary on Monday and on Tuesday,,,,1000,4,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
66,65,FALSE,TRUE,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0038/full/400,/0/default.jpg",3,18v,38,1,1,full,St Mary appears to the Syrian potter on Wednesday,pottery; bowl; vase; coffee pot; cup; bird; dove,Mary; potter,,,How Saint Ephrem praised our Lady Mary on Wednesday,,,,1000,5,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
67,66,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0051/full/400,/0/default.jpg",4,24v,51,1,1,bottom,St Mary appears to the Syrian potter on Thursday,handkerchief; jewelry; head covering,Mary; potter,,,How Saint Ephrem praised our Lady Mary on Thursday,,,,1000,6,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
68,67,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0068/full/400,/0/default.jpg",5,33r,68,1,1,bottom,St Mary appears to the Syrian potter on Friday,pottery; bowl; vase; coffee pot; cup; handkerchief; jewelry; rug,Mary; potter,,,How Saint Ephrem praised our Lady Mary on Friday,,,,1000,7,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
69,68,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0077/full/400,/0/default.jpg",6,37v,77,1,1,full,St Mary appears to the Syrian potter on Saturday,rug; handkerchief; jewelry; head covering; dove; bird,Mary; potter,,,How Saint Ephrem praised our Lady Mary on Saturday,There is also a caption in Arabic,,,1000,9,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
70,69,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0086/full/400,/0/default.jpg",7,42r,86,1,1,bottom,St Mary appears to the Syrian potter when he has fallen asleep on Sunday,pottery; bowl; vase; coffee pot; cup; handkerchief; jewelry; pillow; bed,Mary; potter,,,"How she awoke Saint Ephrem so that he could praise her on Sunday, where he had slept intoxicated",,,,1000,10,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
71,70,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0087/full/400,/0/default.jpg",8,42v,87,1,1,full,St Mary appears to the Syrian potter on Sunday,pottery; bowl; vase; coffee pot; handkerchief; jewelry; head covering,Mary; potter; angel,,,How Saint Ephrem praised our Lady Mary on Sunday,,,,1000,11,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
72,71,FALSE,,,10,29,15,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,,"https://content.staatsbibliothek-berlin.de/dc/880986085-0125/full/400,/0/default.jpg",9,60v,125,1,1,full,St Mary blesses the Syrian potter,head covering,Mary; potter; angel,,,How our Lady Mary blessed Saint Ephrem,,,,1000,15,H-Berlin (BS) 74,"Berlin Staatsbibliothek, [Ethiopic Collection], Manuscript No. 74",https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN880986085&PHYSID=PHYS_0005,14
73,72,FALSE,,,10,29,5,https://gallica.bnf.fr/ark:/12148/btv1b10093449p,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/Z-Paris+/Z-Paris+(BNF)+60/Z-Paris+(BNF)+60_013b.jpg,1,6r,13b,1,1,full,St Mary appears to the Syrian potter accompanied by angels,pottery; case; hand cross; handkerchief; head covering,Mary; potter; angel,,,Angels; Our Lady; Ephrem the potter,,,,2000,1,Z-Paris (BNF) 60,"Bibliothèque nationale de France, [Ethiopic Collection], Manuscript No. 60",https://gallica.bnf.fr/ark:/12148/btv1b10093449p,14
74,73,FALSE,TRUE,,10,29,3,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+761/EMIP761_252a.jpg,1,244v,252a,1,1,right,St Mary appears to the Syrian potter accompanied by angels,pottery; vase; bowl; heavenly clouds,Mary; Jesus Christ; potter,,,Saint Ephrem,,,,1100,2,EMIP (EMIP) 761,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 761",,14
75,74,TRUE,,,10,29,11,https://w3id.org/vhmml/readingRoom/view/201864,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+22/EMML_22_069.jpg,1,,69,1,1,full,St Mary blesses the Syrian potter,pottery; bowl; vase; cup; hand cross; umbrella; rug; chalice; bottle; fly whisk,Mary; Jesus Christ; potter; angel,,,,,,,2000,1,EMML (HMML) 22,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 22",https://w3id.org/vhmml/readingRoom/view/201864,14
76,75,FALSE,,,10,29,46,https://w3id.org/vhmml/readingRoom/view/203016,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+1180/EMML_1180_130a.jpg,1,78v,130a,1,1,left,St Mary blesses the Syrian potter,pottery; bowl; vase; cup; hand cross; throne; hat,Mary; Jesus Christ; potter,,,,,,,2000,26,EMML (HMML) 1180,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 1180",https://w3id.org/vhmml/readingRoom/view/203016,14
77,76,FALSE,,,10,29,43,https://w3id.org/vhmml/readingRoom/view/201918,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+76/EMML_76_089.jpg,1,44r,89,1,1,bottom,St Mary appears to the Syrian potter accompanied by angels,pottery; bowl; vase; cup; hand cross; crown; headcovering,Mary; Jesus Christ; potter; angel,,,,Two large crowds of people also look on,,,2000,36,EMML (HMML) 76,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 76",https://w3id.org/vhmml/readingRoom/view/201918,14
78,77,FALSE,,,38,43,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f014r,,,1,14r,,1,1,top,The icon of St Mary taking Yǝsḥaq by the hand and raising him,throne; icon,Mary; monk,,,,,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,19
79,78,FALSE,,,38,43,42,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_649_f024v,,,1,24v,,2,1,bottom-right,The icon of St Mary taking Yǝsḥaq by the hand and raising him,icon; handkerchief; book; jewelry,Mary; monk; Jesus Christ,,,,A figure stands in the background,,,3000,9,BOr (BL) 649,"British Library, ""Orient"" Collection, Manuscript No. 649",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_649_f001r,19
80,78,FALSE,TRUE,,38,43,42,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_649_f024v,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+649/BOr649_f024v.jpg,1,24v,,2,2,bottom-left,The monk Yǝsḥaq being blessed by St Mary,icon; handkerchief; book; jewelry,Mary; monk; Jesus Christ,,,,,,,1100,9,BOr (BL) 649,"British Library, ""Orient"" Collection, Manuscript No. 649",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_649_f001r,19
81,79,FALSE,,,38,43,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f013v,,,1,13v,,1,1,full,The monk Yǝsḥaq kneeling in prayer,throne; icon; jewelry; handkerchief; book; bookstand;,Mary; monk; Jesus Christ,,,,,,,3000,12,BOr (BL) 653,"British Library, ""Orient"" Collection, Manuscript No. 653",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f001r,19
82,80,FALSE,,,38,43,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f014r,,,2,14r,,2,1,left,The monk Yǝsḥaq falling on the ground during the apparition of Mary,icon,Mary; monk,,,,,,,3000,13,BOr (BL) 653,"British Library, ""Orient"" Collection, Manuscript No. 653",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f001r,19
83,80,,,,38,43,58,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f014r,,,2,14r,,2,2,left,The icon of St Mary taking Yǝsḥaq by the hand and raising him,icon,Mary; monk,,,,,,,3000,13,BOr (BL) 653,"British Library, ""Orient"" Collection, Manuscript No. 653",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_653_f001r,19
84,81,FALSE,,311,38,43,53,https://www.vhmml.org/readingRoom/view/500205,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00162/EMDA+00162_050b.jpg,1,49r,50b,1,1,right,The monk Yǝsḥaq kneeling in prayer,,monk,,,,The monk stands rather than kneels,,,1100,19,EMDA (HMML) 162,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 162",https://w3id.org/vhmml/readingRoom/view/500205,19
85,82,FALSE,,,38,43,56,https://www.vhmml.org/readingRoom/view/533827,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00323/EMDA+00323_036b.jpg,1,,36b,1,1,bottom,The icon of St Mary taking Yǝsḥaq by the hand and raising him,throne; icon; handkerchief; jewelry; tree,Mary; monk,,,,,,,1100,9,EMDA (HMML) 323,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 323",https://w3id.org/vhmml/readingRoom/view/533827,19
86,84,FALSE,,,38,43,41,https://w3id.org/vhmml/readingRoom/view/201577,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8828/EMML_8828_0020a.jpg,1,,20a,1,1,full,The monk Yǝsḥaq being blessed by St Mary,throne; jewelry,Mary; monk; Jesus Christ,,,,The monk stands rather than kneels,,,2000,11,EMML (HMML) 8828,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8828",https://w3id.org/vhmml/readingRoom/view/201577,19
87,85,FALSE,,,1,2,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f099v,,,1,99v,,1,1,bottom-right,The Arabs plan to rob and kill the Christians in the church,hat; sword; scabbard,,,,,,,,3000,49,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,24
88,86,FALSE,,,37,46,61,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f162r,,,1,162r,,1,1,full,St Mary standing next to Māryām of Dafrā,church,Mary,,,,,,,3000,12,BOr (BL) 520,"British Library, ""Orient"" Collection, Manuscript No. 520",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f001r,27
